name,zone,star,rating,rates,room,size,price,bed,guests,address,link
Millennium Biltmore Los Angeles,Downtown Los Angeles,3.5,3.9,"4,093",Deluxe 2 Doubles,250,256,2 full beds,4,S Grand Ave,https://www.expedia.com/Los-Angeles-Hotels-Millennium-Biltmore-Los-Angeles.h25715.Hotel-Information?chkin=4%2F20%2F2017&chkout=4%2F21%2F2017&rm1=a2&regionId=178280&sort=recommended&hwrqCacheKey=c53cba2e-b324-477b-a3c9-4c3c4998c07bHWRQ1492654235643&vip=false&c=8ce8292f-dfb0-4f94-9404-39177383adb4&&exp_dp=255.6&exp_ts=1492654237290&exp_curr=USD&exp_pg=HSR
Millennium Biltmore Los Angeles,Downtown Los Angeles,3.5,3.9,"4,093",Deluxe 2 Doubles,250,284,2 full beds,4,S Grand Ave,https://www.expedia.com/Los-Angeles-Hotels-Millennium-Biltmore-Los-Angeles.h25715.Hotel-Information?chkin=4%2F20%2F2017&chkout=4%2F21%2F2017&rm1=a2&regionId=178280&sort=recommended&hwrqCacheKey=c53cba2e-b324-477b-a3c9-4c3c4998c07bHWRQ1492654235643&vip=false&c=8ce8292f-dfb0-4f94-9404-39177383adb4&&exp_dp=255.6&exp_ts=1492654237290&exp_curr=USD&exp_pg=HSR
Millennium Biltmore Los Angeles,Downtown Los Angeles,3.5,3.9,"4,093",Deluxe 2 Doubles,250,328,2 full beds,4,S Grand Ave,https://www.expedia.com/Los-Angeles-Hotels-Millennium-Biltmore-Los-Angeles.h25715.Hotel-Information?chkin=4%2F20%2F2017&chkout=4%2F21%2F2017&rm1=a2&regionId=178280&sort=recommended&hwrqCacheKey=c53cba2e-b324-477b-a3c9-4c3c4998c07bHWRQ1492654235643&vip=false&c=8ce8292f-dfb0-4f94-9404-39177383adb4&&exp_dp=255.6&exp_ts=1492654237290&exp_curr=USD&exp_pg=HSR
Millennium Biltmore Los Angeles,Downtown Los Angeles,3.5,3.9,"4,093","Club Room, 1 King Bed",500,296,1 king bed,2,S Grand Ave,https://www.expedia.com/Los-Angeles-Hotels-Millennium-Biltmore-Los-Angeles.h25715.Hotel-Information?chkin=4%2F20%2F2017&chkout=4%2F21%2F2017&rm1=a2&regionId=178280&sort=recommended&hwrqCacheKey=c53cba2e-b324-477b-a3c9-4c3c4998c07bHWRQ1492654235643&vip=false&c=8ce8292f-dfb0-4f94-9404-39177383adb4&&exp_dp=255.6&exp_ts=1492654237290&exp_curr=USD&exp_pg=HSR
Millennium Biltmore Los Angeles,Downtown Los Angeles,3.5,3.9,"4,093","Club Room, 1 King Bed",500,329,1 king bed,2,S Grand Ave,https://www.expedia.com/Los-Angeles-Hotels-Millennium-Biltmore-Los-Angeles.h25715.Hotel-Information?chkin=4%2F20%2F2017&chkout=4%2F21%2F2017&rm1=a2&regionId=178280&sort=recommended&hwrqCacheKey=c53cba2e-b324-477b-a3c9-4c3c4998c07bHWRQ1492654235643&vip=false&c=8ce8292f-dfb0-4f94-9404-39177383adb4&&exp_dp=255.6&exp_ts=1492654237290&exp_curr=USD&exp_pg=HSR
Millennium Biltmore Los Angeles,Downtown Los Angeles,3.5,3.9,"4,093","Club Room, 2 Double Beds",525,301,2 full beds,4,S Grand Ave,https://www.expedia.com/Los-Angeles-Hotels-Millennium-Biltmore-Los-Angeles.h25715.Hotel-Information?chkin=4%2F20%2F2017&chkout=4%2F21%2F2017&rm1=a2&regionId=178280&sort=recommended&hwrqCacheKey=c53cba2e-b324-477b-a3c9-4c3c4998c07bHWRQ1492654235643&vip=false&c=8ce8292f-dfb0-4f94-9404-39177383adb4&&exp_dp=255.6&exp_ts=1492654237290&exp_curr=USD&exp_pg=HSR
Millennium Biltmore Los Angeles,Downtown Los Angeles,3.5,3.9,"4,093","Club Room, 2 Double Beds",525,334,2 full beds,4,S Grand Ave,https://www.expedia.com/Los-Angeles-Hotels-Millennium-Biltmore-Los-Angeles.h25715.Hotel-Information?chkin=4%2F20%2F2017&chkout=4%2F21%2F2017&rm1=a2&regionId=178280&sort=recommended&hwrqCacheKey=c53cba2e-b324-477b-a3c9-4c3c4998c07bHWRQ1492654235643&vip=false&c=8ce8292f-dfb0-4f94-9404-39177383adb4&&exp_dp=255.6&exp_ts=1492654237290&exp_curr=USD&exp_pg=HSR
Custom Hotel Los Angeles Airport - a Joie de Vivre Hotel,Los Angeles Intl. (LAX),3.5,3.5,"3,341","Deluxe Room, 1 Queen Bed",304,152,1 queen bed,3,Lincoln Blvd,https://www.expedia.com/Los-Angeles-Intl-Hotels-Custom-Hotel-Los-Angeles-Airport-A-Joie-De-Vivre-Hotel.h1683637.Hotel-Information?chkin=4%2F20%2F2017&chkout=4%2F21%2F2017&rm1=a2&regionId=178280&sort=recommended&hwrqCacheKey=c53cba2e-b324-477b-a3c9-4c3c4998c07bHWRQ1492654235643&vip=false&c=8ce8292f-dfb0-4f94-9404-39177383adb4&&exp_dp=152.15&exp_ts=1492654237291&exp_curr=USD&exp_pg=HSR
Custom Hotel Los Angeles Airport - a Joie de Vivre Hotel,Los Angeles Intl. (LAX),3.5,3.5,"3,341","Deluxe Room, 2 Double Beds",304,161,2 full beds,4,Lincoln Blvd,https://www.expedia.com/Los-Angeles-Intl-Hotels-Custom-Hotel-Los-Angeles-Airport-A-Joie-De-Vivre-Hotel.h1683637.Hotel-Information?chkin=4%2F20%2F2017&chkout=4%2F21%2F2017&rm1=a2&regionId=178280&sort=recommended&hwrqCacheKey=c53cba2e-b324-477b-a3c9-4c3c4998c07bHWRQ1492654235643&vip=false&c=8ce8292f-dfb0-4f94-9404-39177383adb4&&exp_dp=152.15&exp_ts=1492654237291&exp_curr=USD&exp_pg=HSR
Custom Hotel Los Angeles Airport - a Joie de Vivre Hotel,Los Angeles Intl. (LAX),3.5,3.5,"3,341","Room, 1 Queen Bed (Elevated)",304,169,1 queen bed,2,Lincoln Blvd,https://www.expedia.com/Los-Angeles-Intl-Hotels-Custom-Hotel-Los-Angeles-Airport-A-Joie-De-Vivre-Hotel.h1683637.Hotel-Information?chkin=4%2F20%2F2017&chkout=4%2F21%2F2017&rm1=a2&regionId=178280&sort=recommended&hwrqCacheKey=c53cba2e-b324-477b-a3c9-4c3c4998c07bHWRQ1492654235643&vip=false&c=8ce8292f-dfb0-4f94-9404-39177383adb4&&exp_dp=152.15&exp_ts=1492654237291&exp_curr=USD&exp_pg=HSR
Custom Hotel Los Angeles Airport - a Joie de Vivre Hotel,Los Angeles Intl. (LAX),3.5,3.5,"3,341","Room, 1 King Bed (Elevated)",304,178,1 king bed,2,Lincoln Blvd,https://www.expedia.com/Los-Angeles-Intl-Hotels-Custom-Hotel-Los-Angeles-Airport-A-Joie-De-Vivre-Hotel.h1683637.Hotel-Information?chkin=4%2F20%2F2017&chkout=4%2F21%2F2017&rm1=a2&regionId=178280&sort=recommended&hwrqCacheKey=c53cba2e-b324-477b-a3c9-4c3c4998c07bHWRQ1492654235643&vip=false&c=8ce8292f-dfb0-4f94-9404-39177383adb4&&exp_dp=152.15&exp_ts=1492654237291&exp_curr=USD&exp_pg=HSR
Foghorn Harbor Inn,Beach Cities,3.0,4.0,"1,014","Standard Room, 1 King Bed",300,229,1 king bed,3,Via Marina,https://www.expedia.com/Los-Angeles-Hotels-Foghorn-Harbor-Inn.h2200019.Hotel-Information?chkin=4%2F20%2F2017&chkout=4%2F21%2F2017&rm1=a2&regionId=178280&sort=recommended&hwrqCacheKey=c53cba2e-b324-477b-a3c9-4c3c4998c07bHWRQ1492654235643&vip=false&c=8ce8292f-dfb0-4f94-9404-39177383adb4&&exp_dp=229.31&exp_ts=1492654237292&exp_curr=USD&exp_pg=HSR
Foghorn Harbor Inn,Beach Cities,3.0,4.0,"1,014",Marina View Lower - King Bed,300,239,1 king bed,4,Via Marina,https://www.expedia.com/Los-Angeles-Hotels-Foghorn-Harbor-Inn.h2200019.Hotel-Information?chkin=4%2F20%2F2017&chkout=4%2F21%2F2017&rm1=a2&regionId=178280&sort=recommended&hwrqCacheKey=c53cba2e-b324-477b-a3c9-4c3c4998c07bHWRQ1492654235643&vip=false&c=8ce8292f-dfb0-4f94-9404-39177383adb4&&exp_dp=229.31&exp_ts=1492654237292&exp_curr=USD&exp_pg=HSR
Foghorn Harbor Inn,Beach Cities,3.0,4.0,"1,014",Marina View Upper - King Bed,300,259,1 king bed,4,Via Marina,https://www.expedia.com/Los-Angeles-Hotels-Foghorn-Harbor-Inn.h2200019.Hotel-Information?chkin=4%2F20%2F2017&chkout=4%2F21%2F2017&rm1=a2&regionId=178280&sort=recommended&hwrqCacheKey=c53cba2e-b324-477b-a3c9-4c3c4998c07bHWRQ1492654235643&vip=false&c=8ce8292f-dfb0-4f94-9404-39177383adb4&&exp_dp=229.31&exp_ts=1492654237292&exp_curr=USD&exp_pg=HSR
Foghorn Harbor Inn,Beach Cities,3.0,4.0,"1,014",Lower Bayside -$50 Dinner Voucher incld,300,269,1 king bed or 2 double beds,4,Via Marina,https://www.expedia.com/Los-Angeles-Hotels-Foghorn-Harbor-Inn.h2200019.Hotel-Information?chkin=4%2F20%2F2017&chkout=4%2F21%2F2017&rm1=a2&regionId=178280&sort=recommended&hwrqCacheKey=c53cba2e-b324-477b-a3c9-4c3c4998c07bHWRQ1492654235643&vip=false&c=8ce8292f-dfb0-4f94-9404-39177383adb4&&exp_dp=229.31&exp_ts=1492654237292&exp_curr=USD&exp_pg=HSR
Foghorn Harbor Inn,Beach Cities,3.0,4.0,"1,014","Upper Bayside Room w/ Balcony, $50 Dinner Voucher incld",300,289,1 king bed or 2 double beds,4,Via Marina,https://www.expedia.com/Los-Angeles-Hotels-Foghorn-Harbor-Inn.h2200019.Hotel-Information?chkin=4%2F20%2F2017&chkout=4%2F21%2F2017&rm1=a2&regionId=178280&sort=recommended&hwrqCacheKey=c53cba2e-b324-477b-a3c9-4c3c4998c07bHWRQ1492654235643&vip=false&c=8ce8292f-dfb0-4f94-9404-39177383adb4&&exp_dp=229.31&exp_ts=1492654237292&exp_curr=USD&exp_pg=HSR
Motel 6 Canoga Park CA,San Fernando,2.0,3.4,364,"Standard Room, 1 Queen Bed, Smoking, Refrigerator & Microwave",210,102,1 queen bed,2,De Soto Avenue,https://www.expedia.com/San-Fernando-Hotels-Motel-6-Canoga-Park-CA.h1100596.Hotel-Information?chkin=4%2F20%2F2017&chkout=4%2F21%2F2017&rm1=a2&regionId=178280&sort=recommended&hwrqCacheKey=c53cba2e-b324-477b-a3c9-4c3c4998c07bHWRQ1492654235643&vip=false&c=8ce8292f-dfb0-4f94-9404-39177383adb4&&exp_dp=101.99&exp_ts=1492654237292&exp_curr=USD&exp_pg=HSR
Motel 6 Canoga Park CA,San Fernando,2.0,3.4,364,"Standard Room, 1 Queen Bed, Non Smoking, Refrigerator & Microwave",230,102,1 queen bed,2,De Soto Avenue,https://www.expedia.com/San-Fernando-Hotels-Motel-6-Canoga-Park-CA.h1100596.Hotel-Information?chkin=4%2F20%2F2017&chkout=4%2F21%2F2017&rm1=a2&regionId=178280&sort=recommended&hwrqCacheKey=c53cba2e-b324-477b-a3c9-4c3c4998c07bHWRQ1492654235643&vip=false&c=8ce8292f-dfb0-4f94-9404-39177383adb4&&exp_dp=101.99&exp_ts=1492654237292&exp_curr=USD&exp_pg=HSR
Motel 6 Canoga Park CA,San Fernando,2.0,3.4,364,"Standard Room, 1 King Bed, Non Smoking, Refrigerator & Microwave",220,102,1 king bed,2,De Soto Avenue,https://www.expedia.com/San-Fernando-Hotels-Motel-6-Canoga-Park-CA.h1100596.Hotel-Information?chkin=4%2F20%2F2017&chkout=4%2F21%2F2017&rm1=a2&regionId=178280&sort=recommended&hwrqCacheKey=c53cba2e-b324-477b-a3c9-4c3c4998c07bHWRQ1492654235643&vip=false&c=8ce8292f-dfb0-4f94-9404-39177383adb4&&exp_dp=101.99&exp_ts=1492654237292&exp_curr=USD&exp_pg=HSR
Motel 6 Canoga Park CA,San Fernando,2.0,3.4,364,"Standard Room, 2 Queen Beds, Smoking, Refrigerator & Microwave",230,112,2 queen beds,4,De Soto Avenue,https://www.expedia.com/San-Fernando-Hotels-Motel-6-Canoga-Park-CA.h1100596.Hotel-Information?chkin=4%2F20%2F2017&chkout=4%2F21%2F2017&rm1=a2&regionId=178280&sort=recommended&hwrqCacheKey=c53cba2e-b324-477b-a3c9-4c3c4998c07bHWRQ1492654235643&vip=false&c=8ce8292f-dfb0-4f94-9404-39177383adb4&&exp_dp=101.99&exp_ts=1492654237292&exp_curr=USD&exp_pg=HSR
Motel 6 Canoga Park CA,San Fernando,2.0,3.4,364,"Standard Room, 2 Queen Beds, Non Smoking, Refrigerator & Microwave",250,112,2 queen beds,4,De Soto Avenue,https://www.expedia.com/San-Fernando-Hotels-Motel-6-Canoga-Park-CA.h1100596.Hotel-Information?chkin=4%2F20%2F2017&chkout=4%2F21%2F2017&rm1=a2&regionId=178280&sort=recommended&hwrqCacheKey=c53cba2e-b324-477b-a3c9-4c3c4998c07bHWRQ1492654235643&vip=false&c=8ce8292f-dfb0-4f94-9404-39177383adb4&&exp_dp=101.99&exp_ts=1492654237292&exp_curr=USD&exp_pg=HSR
Studio City Court Yard Hotel,Universal Studios,2.0,3.1,731,"One King Bed, Smoking",350,119,1 king bed,2,Ventura Blvd,https://www.expedia.com/Universal-Studios-Hotels-Studio-City-Court-Yard-Hotel.h42444.Hotel-Information?chkin=4%2F20%2F2017&chkout=4%2F21%2F2017&rm1=a2&regionId=178280&sort=recommended&hwrqCacheKey=c53cba2e-b324-477b-a3c9-4c3c4998c07bHWRQ1492654235643&vip=false&c=8ce8292f-dfb0-4f94-9404-39177383adb4&&exp_dp=119.46&exp_ts=1492654237293&exp_curr=USD&exp_pg=HSR
Studio City Court Yard Hotel,Universal Studios,2.0,3.1,731,"One King Bed, Non-Smoking",350,119,1 king bed,3,Ventura Blvd,https://www.expedia.com/Universal-Studios-Hotels-Studio-City-Court-Yard-Hotel.h42444.Hotel-Information?chkin=4%2F20%2F2017&chkout=4%2F21%2F2017&rm1=a2&regionId=178280&sort=recommended&hwrqCacheKey=c53cba2e-b324-477b-a3c9-4c3c4998c07bHWRQ1492654235643&vip=false&c=8ce8292f-dfb0-4f94-9404-39177383adb4&&exp_dp=119.46&exp_ts=1492654237293&exp_curr=USD&exp_pg=HSR
Studio City Court Yard Hotel,Universal Studios,2.0,3.1,731,"Suite, One King Bed, Non-Smoking",600,129,1 king bed,2,Ventura Blvd,https://www.expedia.com/Universal-Studios-Hotels-Studio-City-Court-Yard-Hotel.h42444.Hotel-Information?chkin=4%2F20%2F2017&chkout=4%2F21%2F2017&rm1=a2&regionId=178280&sort=recommended&hwrqCacheKey=c53cba2e-b324-477b-a3c9-4c3c4998c07bHWRQ1492654235643&vip=false&c=8ce8292f-dfb0-4f94-9404-39177383adb4&&exp_dp=119.46&exp_ts=1492654237293&exp_curr=USD&exp_pg=HSR
Studio City Court Yard Hotel,Universal Studios,2.0,3.1,731,"Two Queen Beds, Smoking",350,139,2 queen beds,5,Ventura Blvd,https://www.expedia.com/Universal-Studios-Hotels-Studio-City-Court-Yard-Hotel.h42444.Hotel-Information?chkin=4%2F20%2F2017&chkout=4%2F21%2F2017&rm1=a2&regionId=178280&sort=recommended&hwrqCacheKey=c53cba2e-b324-477b-a3c9-4c3c4998c07bHWRQ1492654235643&vip=false&c=8ce8292f-dfb0-4f94-9404-39177383adb4&&exp_dp=119.46&exp_ts=1492654237293&exp_curr=USD&exp_pg=HSR
Studio City Court Yard Hotel,Universal Studios,2.0,3.1,731,"Two Queen Beds, Non-Smoking",350,139,2 queen beds,5,Ventura Blvd,https://www.expedia.com/Universal-Studios-Hotels-Studio-City-Court-Yard-Hotel.h42444.Hotel-Information?chkin=4%2F20%2F2017&chkout=4%2F21%2F2017&rm1=a2&regionId=178280&sort=recommended&hwrqCacheKey=c53cba2e-b324-477b-a3c9-4c3c4998c07bHWRQ1492654235643&vip=false&c=8ce8292f-dfb0-4f94-9404-39177383adb4&&exp_dp=119.46&exp_ts=1492654237293&exp_curr=USD&exp_pg=HSR
Sportsmen's Lodge,Universal Studios,3.5,3.7,"1,175",Studio Suite,400,239,1 king bed,2,Ventura Blvd,https://www.expedia.com/Universal-Studios-Hotels-Sportsmens-Lodge.h5001.Hotel-Information?chkin=4%2F20%2F2017&chkout=4%2F21%2F2017&rm1=a2&regionId=178280&sort=recommended&hwrqCacheKey=c53cba2e-b324-477b-a3c9-4c3c4998c07bHWRQ1492654235643&vip=false&c=8ce8292f-dfb0-4f94-9404-39177383adb4&&exp_dp=199&exp_ts=1492654237293&exp_curr=USD&exp_pg=HSR
BLVD Hotel & Spa,Universal Studios,3.5,3.9,986,"Suite, 1 King Bed",398,199,1 king bed,2,Ventura Blvd,https://www.expedia.com/Universal-Studios-Hotels-BLVD-Hotel-Spa.h2150387.Hotel-Information?chkin=4%2F20%2F2017&chkout=4%2F21%2F2017&rm1=a2&regionId=178280&sort=recommended&hwrqCacheKey=c53cba2e-b324-477b-a3c9-4c3c4998c07bHWRQ1492654235643&vip=false&c=8ce8292f-dfb0-4f94-9404-39177383adb4&&exp_dp=199.43&exp_ts=1492654237293&exp_curr=USD&exp_pg=HSR
BLVD Hotel & Spa,Universal Studios,3.5,3.9,986,"Standard Room, 2 Queen Beds",398,219,2 queen beds,4,Ventura Blvd,https://www.expedia.com/Universal-Studios-Hotels-BLVD-Hotel-Spa.h2150387.Hotel-Information?chkin=4%2F20%2F2017&chkout=4%2F21%2F2017&rm1=a2&regionId=178280&sort=recommended&hwrqCacheKey=c53cba2e-b324-477b-a3c9-4c3c4998c07bHWRQ1492654235643&vip=false&c=8ce8292f-dfb0-4f94-9404-39177383adb4&&exp_dp=199.43&exp_ts=1492654237293&exp_curr=USD&exp_pg=HSR
East West Hotel,Downtown Los Angeles,2.5,2.7,239,"Deluxe Room, 1 Queen Bed, City View, Corner",200,90,1 queen bed,2,W 8th St,https://www.expedia.com/Los-Angeles-Hotels-East-West-Hotel.h15192681.Hotel-Information?chkin=4%2F20%2F2017&chkout=4%2F21%2F2017&rm1=a2&regionId=178280&sort=recommended&hwrqCacheKey=c53cba2e-b324-477b-a3c9-4c3c4998c07bHWRQ1492654235643&vip=false&c=8ce8292f-dfb0-4f94-9404-39177383adb4&&exp_dp=85.5&exp_ts=1492654237294&exp_curr=USD&exp_pg=HSR
East West Hotel,Downtown Los Angeles,2.5,2.7,239,"Deluxe Room, 1 Queen Bed, City View, Corner",200,95,1 queen bed,2,W 8th St,https://www.expedia.com/Los-Angeles-Hotels-East-West-Hotel.h15192681.Hotel-Information?chkin=4%2F20%2F2017&chkout=4%2F21%2F2017&rm1=a2&regionId=178280&sort=recommended&hwrqCacheKey=c53cba2e-b324-477b-a3c9-4c3c4998c07bHWRQ1492654235643&vip=false&c=8ce8292f-dfb0-4f94-9404-39177383adb4&&exp_dp=85.5&exp_ts=1492654237294&exp_curr=USD&exp_pg=HSR
Avalon Hotel Beverly Hills,Beverly Hills - West Hollywood,4.0,4.0,909,Avalon Premier Junior Suite,450,389,1 king bed,2,W Olympic Blvd,https://www.expedia.com/Beverly-Hills-West-Hollywood-Hotels-Avalon-Hotel-Beverly-Hills.h12646.Hotel-Information?chkin=4%2F20%2F2017&chkout=4%2F21%2F2017&rm1=a2&regionId=178280&sort=recommended&hwrqCacheKey=c53cba2e-b324-477b-a3c9-4c3c4998c07bHWRQ1492654235643&vip=false&c=8ce8292f-dfb0-4f94-9404-39177383adb4&&exp_dp=299.44&exp_ts=1492654237294&exp_curr=USD&exp_pg=HSR
Arroyo Vista Inn,Pasadena,4.0,4.4,29,Cozy Nook,150,166,2 twin beds,2,Monterey Road,https://www.expedia.com/Pasadena-Hotels-Arroyo-Vista-Inn.h1798085.Hotel-Information?chkin=4%2F20%2F2017&chkout=4%2F21%2F2017&rm1=a2&regionId=178280&sort=recommended&hwrqCacheKey=c53cba2e-b324-477b-a3c9-4c3c4998c07bHWRQ1492654235643&vip=false&c=8ce8292f-dfb0-4f94-9404-39177383adb4&&exp_dp=166.17&exp_ts=1492654237294&exp_curr=USD&exp_pg=HSR
Ramada Los Angeles/Downtown West,Downtown Los Angeles,3.0,3.3,"1,170","Double Room, 2 Double Beds",291,145,2 full beds,4,W Olympic Blvd,https://www.expedia.com/Los-Angeles-Hotels-Ramada-Los-AngelesDowntown-West.h438722.Hotel-Information?chkin=4%2F20%2F2017&chkout=4%2F21%2F2017&rm1=a2&regionId=178280&sort=recommended&hwrqCacheKey=c53cba2e-b324-477b-a3c9-4c3c4998c07bHWRQ1492654235643&vip=false&c=8ce8292f-dfb0-4f94-9404-39177383adb4&&exp_dp=145&exp_ts=1492654237295&exp_curr=USD&exp_pg=HSR
Ramada Los Angeles/Downtown West,Downtown Los Angeles,3.0,3.3,"1,170","Standard Room, 2 Queen Beds",355,154,2 queen beds,4,W Olympic Blvd,https://www.expedia.com/Los-Angeles-Hotels-Ramada-Los-AngelesDowntown-West.h438722.Hotel-Information?chkin=4%2F20%2F2017&chkout=4%2F21%2F2017&rm1=a2&regionId=178280&sort=recommended&hwrqCacheKey=c53cba2e-b324-477b-a3c9-4c3c4998c07bHWRQ1492654235643&vip=false&c=8ce8292f-dfb0-4f94-9404-39177383adb4&&exp_dp=145&exp_ts=1492654237295&exp_curr=USD&exp_pg=HSR
Ramada Los Angeles/Downtown West,Downtown Los Angeles,3.0,3.3,"1,170","Deluxe Room, 2 Queen Beds, Non Smoking, Pool View",398,164,2 queen beds,4,W Olympic Blvd,https://www.expedia.com/Los-Angeles-Hotels-Ramada-Los-AngelesDowntown-West.h438722.Hotel-Information?chkin=4%2F20%2F2017&chkout=4%2F21%2F2017&rm1=a2&regionId=178280&sort=recommended&hwrqCacheKey=c53cba2e-b324-477b-a3c9-4c3c4998c07bHWRQ1492654235643&vip=false&c=8ce8292f-dfb0-4f94-9404-39177383adb4&&exp_dp=145&exp_ts=1492654237295&exp_curr=USD&exp_pg=HSR
Ramada Los Angeles/Downtown West,Downtown Los Angeles,3.0,3.3,"1,170","Suite, 1 King Bed",603,169,1 king bed,4,W Olympic Blvd,https://www.expedia.com/Los-Angeles-Hotels-Ramada-Los-AngelesDowntown-West.h438722.Hotel-Information?chkin=4%2F20%2F2017&chkout=4%2F21%2F2017&rm1=a2&regionId=178280&sort=recommended&hwrqCacheKey=c53cba2e-b324-477b-a3c9-4c3c4998c07bHWRQ1492654235643&vip=false&c=8ce8292f-dfb0-4f94-9404-39177383adb4&&exp_dp=145&exp_ts=1492654237295&exp_curr=USD&exp_pg=HSR
Nite Inn,Universal Studios,2.5,3.5,198,"Standard Room, 1 Queen Bed",175,145,1 queen bed,2,Ventura Blvd,https://www.expedia.com/Universal-Studios-Hotels-Nite-Inn.h894037.Hotel-Information?chkin=4%2F20%2F2017&chkout=4%2F21%2F2017&rm1=a2&regionId=178280&sort=recommended&hwrqCacheKey=c53cba2e-b324-477b-a3c9-4c3c4998c07bHWRQ1492654235643&vip=false&c=8ce8292f-dfb0-4f94-9404-39177383adb4&&exp_dp=145.33&exp_ts=1492654237295&exp_curr=USD&exp_pg=HSR
La Quinta Inn & Suites Santa Clarita-Valencia,Santa Clarita - Magic Mountain,2.5,4.4,"1,224","Room, 2 Queen Beds",11,149,2 queen beds,4,The Old Rd,https://www.expedia.com/Santa-Clarita-Magic-Mountain-Hotels-La-Quinta-Inn-Suites-Santa-Clarita-Valencia.h1550158.Hotel-Information?chkin=4%2F20%2F2017&chkout=4%2F21%2F2017&rm1=a2&regionId=178280&sort=recommended&hwrqCacheKey=c53cba2e-b324-477b-a3c9-4c3c4998c07bHWRQ1492654235643&vip=false&c=8ce8292f-dfb0-4f94-9404-39177383adb4&&exp_dp=148.99&exp_ts=1492654237295&exp_curr=USD&exp_pg=HSR
La Quinta Inn & Suites Santa Clarita-Valencia,Santa Clarita - Magic Mountain,2.5,4.4,"1,224","Room, 1 King Bed, Refrigerator & Microwave",11,149,1 king bed,3,The Old Rd,https://www.expedia.com/Santa-Clarita-Magic-Mountain-Hotels-La-Quinta-Inn-Suites-Santa-Clarita-Valencia.h1550158.Hotel-Information?chkin=4%2F20%2F2017&chkout=4%2F21%2F2017&rm1=a2&regionId=178280&sort=recommended&hwrqCacheKey=c53cba2e-b324-477b-a3c9-4c3c4998c07bHWRQ1492654235643&vip=false&c=8ce8292f-dfb0-4f94-9404-39177383adb4&&exp_dp=148.99&exp_ts=1492654237295&exp_curr=USD&exp_pg=HSR
La Quinta Inn & Suites Santa Clarita-Valencia,Santa Clarita - Magic Mountain,2.5,4.4,"1,224","Executive Room, 1 King Bed",11,159,1 king bed,4,The Old Rd,https://www.expedia.com/Santa-Clarita-Magic-Mountain-Hotels-La-Quinta-Inn-Suites-Santa-Clarita-Valencia.h1550158.Hotel-Information?chkin=4%2F20%2F2017&chkout=4%2F21%2F2017&rm1=a2&regionId=178280&sort=recommended&hwrqCacheKey=c53cba2e-b324-477b-a3c9-4c3c4998c07bHWRQ1492654235643&vip=false&c=8ce8292f-dfb0-4f94-9404-39177383adb4&&exp_dp=148.99&exp_ts=1492654237295&exp_curr=USD&exp_pg=HSR
Motel 6 Los Angeles - Rowland Heights,Rowland Heights,2.0,3.4,298,"Standard Room, 2 Double Beds",225,66,2 full beds,4,East Labin Court,https://www.expedia.com/Rowland-Heights-Hotels-Motel-6-Los-Angeles-Rowland-Heights.h987537.Hotel-Information?chkin=4%2F20%2F2017&chkout=4%2F21%2F2017&rm1=a2&regionId=178280&sort=recommended&hwrqCacheKey=c53cba2e-b324-477b-a3c9-4c3c4998c07bHWRQ1492654235643&vip=false&c=8ce8292f-dfb0-4f94-9404-39177383adb4&&exp_dp=65.99&exp_ts=1492654237295&exp_curr=USD&exp_pg=HSR
Motel 6 Los Angeles - Rowland Heights,Rowland Heights,2.0,3.4,298,"Standard Room, 1 Queen Bed",225,66,1 queen bed,2,East Labin Court,https://www.expedia.com/Rowland-Heights-Hotels-Motel-6-Los-Angeles-Rowland-Heights.h987537.Hotel-Information?chkin=4%2F20%2F2017&chkout=4%2F21%2F2017&rm1=a2&regionId=178280&sort=recommended&hwrqCacheKey=c53cba2e-b324-477b-a3c9-4c3c4998c07bHWRQ1492654235643&vip=false&c=8ce8292f-dfb0-4f94-9404-39177383adb4&&exp_dp=65.99&exp_ts=1492654237295&exp_curr=USD&exp_pg=HSR
Motel 6 Los Angeles - Rowland Heights,Rowland Heights,2.0,3.4,298,"Standard Room, 1 Double Bed, Accessible",225,66,1 double bed,2,East Labin Court,https://www.expedia.com/Rowland-Heights-Hotels-Motel-6-Los-Angeles-Rowland-Heights.h987537.Hotel-Information?chkin=4%2F20%2F2017&chkout=4%2F21%2F2017&rm1=a2&regionId=178280&sort=recommended&hwrqCacheKey=c53cba2e-b324-477b-a3c9-4c3c4998c07bHWRQ1492654235643&vip=false&c=8ce8292f-dfb0-4f94-9404-39177383adb4&&exp_dp=65.99&exp_ts=1492654237295&exp_curr=USD&exp_pg=HSR
Ontario Airport Inn,Ontario,2.5,4.0,"1,511","Deluxe Room, 1 King Bed, Smoking",270,74,1 king bed,2,E G St,https://www.expedia.com/Ontario-Hotels-Ontario-Airport-Inn.h7097.Hotel-Information?chkin=4%2F20%2F2017&chkout=4%2F21%2F2017&rm1=a2&regionId=178280&sort=recommended&hwrqCacheKey=c53cba2e-b324-477b-a3c9-4c3c4998c07bHWRQ1492654235643&vip=false&c=8ce8292f-dfb0-4f94-9404-39177383adb4&&exp_dp=74.4&exp_ts=1492654237295&exp_curr=USD&exp_pg=HSR
