name,zone,star,rating,rates,room,size,price,bed,guests,address,link
Extended Stay America Los Angeles - Ontario Airport,Ontario,2.5,3.0,259,"Studio, 1 Queen Bed, Smoking",301,95,1 queen bed,2,Inland Empire Blvd,https://www.expedia.com/Ontario-Hotels-Extended-Stay-America-Los-Angeles-Ontario-Airport.h63106.Hotel-Information?chkin=4%2F20%2F2017&chkout=4%2F21%2F2017&rm1=a2&regionId=178280&sort=recommended&hwrqCacheKey=c53cba2e-b324-477b-a3c9-4c3c4998c07bHWRQ1492654822658&vip=false&c=f6242d30-0476-40b6-85c3-f567140bc6fe&&exp_dp=94.99&exp_ts=1492654825353&exp_curr=USD&exp_pg=HSR
Extended Stay America Los Angeles - Ontario Airport,Ontario,2.5,3.0,259,"Studio, 1 Queen Bed, Non Smoking",301,95,1 queen bed,2,Inland Empire Blvd,https://www.expedia.com/Ontario-Hotels-Extended-Stay-America-Los-Angeles-Ontario-Airport.h63106.Hotel-Information?chkin=4%2F20%2F2017&chkout=4%2F21%2F2017&rm1=a2&regionId=178280&sort=recommended&hwrqCacheKey=c53cba2e-b324-477b-a3c9-4c3c4998c07bHWRQ1492654822658&vip=false&c=f6242d30-0476-40b6-85c3-f567140bc6fe&&exp_dp=94.99&exp_ts=1492654825353&exp_curr=USD&exp_pg=HSR
Extended Stay America Los Angeles - Ontario Airport,Ontario,2.5,3.0,259,"Studio, 1 King Bed, Smoking",301,100,1 king bed,2,Inland Empire Blvd,https://www.expedia.com/Ontario-Hotels-Extended-Stay-America-Los-Angeles-Ontario-Airport.h63106.Hotel-Information?chkin=4%2F20%2F2017&chkout=4%2F21%2F2017&rm1=a2&regionId=178280&sort=recommended&hwrqCacheKey=c53cba2e-b324-477b-a3c9-4c3c4998c07bHWRQ1492654822658&vip=false&c=f6242d30-0476-40b6-85c3-f567140bc6fe&&exp_dp=94.99&exp_ts=1492654825353&exp_curr=USD&exp_pg=HSR
Extended Stay America Los Angeles - Ontario Airport,Ontario,2.5,3.0,259,"Studio, 2 Full Beds, Smoking",301,110,2 full beds,4,Inland Empire Blvd,https://www.expedia.com/Ontario-Hotels-Extended-Stay-America-Los-Angeles-Ontario-Airport.h63106.Hotel-Information?chkin=4%2F20%2F2017&chkout=4%2F21%2F2017&rm1=a2&regionId=178280&sort=recommended&hwrqCacheKey=c53cba2e-b324-477b-a3c9-4c3c4998c07bHWRQ1492654822658&vip=false&c=f6242d30-0476-40b6-85c3-f567140bc6fe&&exp_dp=94.99&exp_ts=1492654825353&exp_curr=USD&exp_pg=HSR
Extended Stay America Los Angeles - Carson,Carson,2.5,3.2,386,"Studio, 1 Queen Bed, Smoking",301,120,1 queen bed,2,E Albertoni St,https://www.expedia.com/Carson-Hotels-Extended-Stay-America-Los-Angeles-Carson.h1111249.Hotel-Information?chkin=4%2F20%2F2017&chkout=4%2F21%2F2017&rm1=a2&regionId=178280&sort=recommended&hwrqCacheKey=c53cba2e-b324-477b-a3c9-4c3c4998c07bHWRQ1492654822658&vip=false&c=f6242d30-0476-40b6-85c3-f567140bc6fe&&exp_dp=119.99&exp_ts=1492654825353&exp_curr=USD&exp_pg=HSR
Extended Stay America Los Angeles - Carson,Carson,2.5,3.2,386,"Studio, 1 Queen Bed, Non Smoking",301,120,1 queen bed,2,E Albertoni St,https://www.expedia.com/Carson-Hotels-Extended-Stay-America-Los-Angeles-Carson.h1111249.Hotel-Information?chkin=4%2F20%2F2017&chkout=4%2F21%2F2017&rm1=a2&regionId=178280&sort=recommended&hwrqCacheKey=c53cba2e-b324-477b-a3c9-4c3c4998c07bHWRQ1492654822658&vip=false&c=f6242d30-0476-40b6-85c3-f567140bc6fe&&exp_dp=119.99&exp_ts=1492654825353&exp_curr=USD&exp_pg=HSR
Extended Stay America Los Angeles - Carson,Carson,2.5,3.2,386,"Studio, 1 King Bed, Non Smoking",301,125,1 king bed,2,E Albertoni St,https://www.expedia.com/Carson-Hotels-Extended-Stay-America-Los-Angeles-Carson.h1111249.Hotel-Information?chkin=4%2F20%2F2017&chkout=4%2F21%2F2017&rm1=a2&regionId=178280&sort=recommended&hwrqCacheKey=c53cba2e-b324-477b-a3c9-4c3c4998c07bHWRQ1492654822658&vip=false&c=f6242d30-0476-40b6-85c3-f567140bc6fe&&exp_dp=119.99&exp_ts=1492654825353&exp_curr=USD&exp_pg=HSR
Extended Stay America Los Angeles - Carson,Carson,2.5,3.2,386,"Studio, 1 King Bed, Smoking",301,125,1 king bed,2,E Albertoni St,https://www.expedia.com/Carson-Hotels-Extended-Stay-America-Los-Angeles-Carson.h1111249.Hotel-Information?chkin=4%2F20%2F2017&chkout=4%2F21%2F2017&rm1=a2&regionId=178280&sort=recommended&hwrqCacheKey=c53cba2e-b324-477b-a3c9-4c3c4998c07bHWRQ1492654822658&vip=false&c=f6242d30-0476-40b6-85c3-f567140bc6fe&&exp_dp=119.99&exp_ts=1492654825353&exp_curr=USD&exp_pg=HSR
Extended Stay America Los Angeles - Carson,Carson,2.5,3.2,386,"Studio, 2 Full Beds, Non Smoking",301,130,2 full beds,4,E Albertoni St,https://www.expedia.com/Carson-Hotels-Extended-Stay-America-Los-Angeles-Carson.h1111249.Hotel-Information?chkin=4%2F20%2F2017&chkout=4%2F21%2F2017&rm1=a2&regionId=178280&sort=recommended&hwrqCacheKey=c53cba2e-b324-477b-a3c9-4c3c4998c07bHWRQ1492654822658&vip=false&c=f6242d30-0476-40b6-85c3-f567140bc6fe&&exp_dp=119.99&exp_ts=1492654825353&exp_curr=USD&exp_pg=HSR
Ocean Lodge Santa Monica Beach Hotel,Beach Cities,3.0,3.6,132,Standard Room 1 Queen Bed,210,237,1 queen bed,2,Ocean Avenue Suite 1000,https://www.expedia.com/Los-Angeles-Hotels-Ocean-Lodge-Santa-Monica-Beach-Hotel.h12621912.Hotel-Information?chkin=4%2F20%2F2017&chkout=4%2F21%2F2017&rm1=a2&regionId=178280&sort=recommended&hwrqCacheKey=c53cba2e-b324-477b-a3c9-4c3c4998c07bHWRQ1492654822658&vip=false&c=f6242d30-0476-40b6-85c3-f567140bc6fe&&exp_dp=237&exp_ts=1492654825353&exp_curr=USD&exp_pg=HSR
Best Western Plus Ontario Airport,Ontario,2.5,4.1,948,"Business Room, 1 King Bed, Non Smoking, Refrigerator & Microwave",365,98,1 king bed,2,N Vineyard Ave,https://www.expedia.com/Ontario-Hotels-Best-Western-Plus-Ontario-Airport.h21279.Hotel-Information?chkin=4%2F20%2F2017&chkout=4%2F21%2F2017&rm1=a2&regionId=178280&sort=recommended&hwrqCacheKey=c53cba2e-b324-477b-a3c9-4c3c4998c07bHWRQ1492654822658&vip=false&c=f6242d30-0476-40b6-85c3-f567140bc6fe&&exp_dp=97.91&exp_ts=1492654825355&exp_curr=USD&exp_pg=HSR
Best Western Plus Ontario Airport,Ontario,2.5,4.1,948,"Business Room, 1 King Bed, Non Smoking, Refrigerator & Microwave",365,110,1 king bed,2,N Vineyard Ave,https://www.expedia.com/Ontario-Hotels-Best-Western-Plus-Ontario-Airport.h21279.Hotel-Information?chkin=4%2F20%2F2017&chkout=4%2F21%2F2017&rm1=a2&regionId=178280&sort=recommended&hwrqCacheKey=c53cba2e-b324-477b-a3c9-4c3c4998c07bHWRQ1492654822658&vip=false&c=f6242d30-0476-40b6-85c3-f567140bc6fe&&exp_dp=97.91&exp_ts=1492654825355&exp_curr=USD&exp_pg=HSR
Best Western Plus Ontario Airport,Ontario,2.5,4.1,948,"Standard Room, 1 King Bed, Non Smoking, Refrigerator & Microwave",350,98,1 king bed,2,N Vineyard Ave,https://www.expedia.com/Ontario-Hotels-Best-Western-Plus-Ontario-Airport.h21279.Hotel-Information?chkin=4%2F20%2F2017&chkout=4%2F21%2F2017&rm1=a2&regionId=178280&sort=recommended&hwrqCacheKey=c53cba2e-b324-477b-a3c9-4c3c4998c07bHWRQ1492654822658&vip=false&c=f6242d30-0476-40b6-85c3-f567140bc6fe&&exp_dp=97.91&exp_ts=1492654825355&exp_curr=USD&exp_pg=HSR
Best Western Plus Ontario Airport,Ontario,2.5,4.1,948,"Standard Room, 1 King Bed, Non Smoking, Refrigerator & Microwave",350,110,1 king bed,2,N Vineyard Ave,https://www.expedia.com/Ontario-Hotels-Best-Western-Plus-Ontario-Airport.h21279.Hotel-Information?chkin=4%2F20%2F2017&chkout=4%2F21%2F2017&rm1=a2&regionId=178280&sort=recommended&hwrqCacheKey=c53cba2e-b324-477b-a3c9-4c3c4998c07bHWRQ1492654822658&vip=false&c=f6242d30-0476-40b6-85c3-f567140bc6fe&&exp_dp=97.91&exp_ts=1492654825355&exp_curr=USD&exp_pg=HSR
Best Western Plus Ontario Airport,Ontario,2.5,4.1,948,"Standard Room, 2 Queen Beds, Non Smoking, Refrigerator & Microwave",366,107,2 queen beds,4,N Vineyard Ave,https://www.expedia.com/Ontario-Hotels-Best-Western-Plus-Ontario-Airport.h21279.Hotel-Information?chkin=4%2F20%2F2017&chkout=4%2F21%2F2017&rm1=a2&regionId=178280&sort=recommended&hwrqCacheKey=c53cba2e-b324-477b-a3c9-4c3c4998c07bHWRQ1492654822658&vip=false&c=f6242d30-0476-40b6-85c3-f567140bc6fe&&exp_dp=97.91&exp_ts=1492654825355&exp_curr=USD&exp_pg=HSR
Best Western Plus Ontario Airport,Ontario,2.5,4.1,948,"Standard Room, 2 Queen Beds, Non Smoking, Refrigerator & Microwave",366,120,2 queen beds,4,N Vineyard Ave,https://www.expedia.com/Ontario-Hotels-Best-Western-Plus-Ontario-Airport.h21279.Hotel-Information?chkin=4%2F20%2F2017&chkout=4%2F21%2F2017&rm1=a2&regionId=178280&sort=recommended&hwrqCacheKey=c53cba2e-b324-477b-a3c9-4c3c4998c07bHWRQ1492654822658&vip=false&c=f6242d30-0476-40b6-85c3-f567140bc6fe&&exp_dp=97.91&exp_ts=1492654825355&exp_curr=USD&exp_pg=HSR
Shore Hotel,Beach Cities,4.0,4.4,"1,518","Garden View, Two Double Beds",323,389,2 double beds,4,Ocean Avenue,https://www.expedia.com/Los-Angeles-Hotels-Shore-Hotel.h893218.Hotel-Information?chkin=4%2F20%2F2017&chkout=4%2F21%2F2017&rm1=a2&regionId=178280&sort=recommended&hwrqCacheKey=c53cba2e-b324-477b-a3c9-4c3c4998c07bHWRQ1492654822658&vip=false&c=f6242d30-0476-40b6-85c3-f567140bc6fe&&exp_dp=389.32&exp_ts=1492654825355&exp_curr=USD&exp_pg=HSR
Shore Hotel,Beach Cities,4.0,4.4,"1,518","Room, 2 Double Beds, Partial Ocean View",323,429,2 double beds,4,Ocean Avenue,https://www.expedia.com/Los-Angeles-Hotels-Shore-Hotel.h893218.Hotel-Information?chkin=4%2F20%2F2017&chkout=4%2F21%2F2017&rm1=a2&regionId=178280&sort=recommended&hwrqCacheKey=c53cba2e-b324-477b-a3c9-4c3c4998c07bHWRQ1492654822658&vip=false&c=f6242d30-0476-40b6-85c3-f567140bc6fe&&exp_dp=389.32&exp_ts=1492654825355&exp_curr=USD&exp_pg=HSR
Shore Hotel,Beach Cities,4.0,4.4,"1,518","Room, 1 King Bed, Partial Ocean View",323,429,1 king bed,3,Ocean Avenue,https://www.expedia.com/Los-Angeles-Hotels-Shore-Hotel.h893218.Hotel-Information?chkin=4%2F20%2F2017&chkout=4%2F21%2F2017&rm1=a2&regionId=178280&sort=recommended&hwrqCacheKey=c53cba2e-b324-477b-a3c9-4c3c4998c07bHWRQ1492654822658&vip=false&c=f6242d30-0476-40b6-85c3-f567140bc6fe&&exp_dp=389.32&exp_ts=1492654825355&exp_curr=USD&exp_pg=HSR
Shore Hotel,Beach Cities,4.0,4.4,"1,518","Ocean View, One King Bed",320,459,1 king bed,3,Ocean Avenue,https://www.expedia.com/Los-Angeles-Hotels-Shore-Hotel.h893218.Hotel-Information?chkin=4%2F20%2F2017&chkout=4%2F21%2F2017&rm1=a2&regionId=178280&sort=recommended&hwrqCacheKey=c53cba2e-b324-477b-a3c9-4c3c4998c07bHWRQ1492654822658&vip=false&c=f6242d30-0476-40b6-85c3-f567140bc6fe&&exp_dp=389.32&exp_ts=1492654825355&exp_curr=USD&exp_pg=HSR
Shore Hotel,Beach Cities,4.0,4.4,"1,518","Ocean View Premier, One King Bed",320,479,1 king bed,3,Ocean Avenue,https://www.expedia.com/Los-Angeles-Hotels-Shore-Hotel.h893218.Hotel-Information?chkin=4%2F20%2F2017&chkout=4%2F21%2F2017&rm1=a2&regionId=178280&sort=recommended&hwrqCacheKey=c53cba2e-b324-477b-a3c9-4c3c4998c07bHWRQ1492654822658&vip=false&c=f6242d30-0476-40b6-85c3-f567140bc6fe&&exp_dp=389.32&exp_ts=1492654825355&exp_curr=USD&exp_pg=HSR
Shore Hotel,Beach Cities,4.0,4.4,"1,518","Ocean View Premier, Two Queen Beds",320,479,2 queen beds,4,Ocean Avenue,https://www.expedia.com/Los-Angeles-Hotels-Shore-Hotel.h893218.Hotel-Information?chkin=4%2F20%2F2017&chkout=4%2F21%2F2017&rm1=a2&regionId=178280&sort=recommended&hwrqCacheKey=c53cba2e-b324-477b-a3c9-4c3c4998c07bHWRQ1492654822658&vip=false&c=f6242d30-0476-40b6-85c3-f567140bc6fe&&exp_dp=389.32&exp_ts=1492654825355&exp_curr=USD&exp_pg=HSR
Sheraton Gateway Los Angeles Hotel,Los Angeles Intl. (LAX),4.0,4.1,"6,293","Traditional Room, 1 King Bed",281,179,1 king bed,3,W Century Blvd,https://www.expedia.com/Los-Angeles-Intl-Hotels-Sheraton-Gateway-Los-Angeles-Hotel.h12287.Hotel-Information?chkin=4%2F20%2F2017&chkout=4%2F21%2F2017&rm1=a2&regionId=178280&sort=recommended&hwrqCacheKey=c53cba2e-b324-477b-a3c9-4c3c4998c07bHWRQ1492654822658&vip=false&c=f6242d30-0476-40b6-85c3-f567140bc6fe&&exp_dp=179&exp_ts=1492654825356&exp_curr=USD&exp_pg=HSR
Sheraton Gateway Los Angeles Hotel,Los Angeles Intl. (LAX),4.0,4.1,"6,293","Traditional Room, 1 King Bed",281,199,1 king bed,3,W Century Blvd,https://www.expedia.com/Los-Angeles-Intl-Hotels-Sheraton-Gateway-Los-Angeles-Hotel.h12287.Hotel-Information?chkin=4%2F20%2F2017&chkout=4%2F21%2F2017&rm1=a2&regionId=178280&sort=recommended&hwrqCacheKey=c53cba2e-b324-477b-a3c9-4c3c4998c07bHWRQ1492654822658&vip=false&c=f6242d30-0476-40b6-85c3-f567140bc6fe&&exp_dp=179&exp_ts=1492654825356&exp_curr=USD&exp_pg=HSR
Sheraton Gateway Los Angeles Hotel,Los Angeles Intl. (LAX),4.0,4.1,"6,293","Traditional Room, 2 Queen Beds",281,179,2 queen beds,4,W Century Blvd,https://www.expedia.com/Los-Angeles-Intl-Hotels-Sheraton-Gateway-Los-Angeles-Hotel.h12287.Hotel-Information?chkin=4%2F20%2F2017&chkout=4%2F21%2F2017&rm1=a2&regionId=178280&sort=recommended&hwrqCacheKey=c53cba2e-b324-477b-a3c9-4c3c4998c07bHWRQ1492654822658&vip=false&c=f6242d30-0476-40b6-85c3-f567140bc6fe&&exp_dp=179&exp_ts=1492654825356&exp_curr=USD&exp_pg=HSR
Sheraton Gateway Los Angeles Hotel,Los Angeles Intl. (LAX),4.0,4.1,"6,293","Traditional Room, 2 Queen Beds",281,199,2 queen beds,4,W Century Blvd,https://www.expedia.com/Los-Angeles-Intl-Hotels-Sheraton-Gateway-Los-Angeles-Hotel.h12287.Hotel-Information?chkin=4%2F20%2F2017&chkout=4%2F21%2F2017&rm1=a2&regionId=178280&sort=recommended&hwrqCacheKey=c53cba2e-b324-477b-a3c9-4c3c4998c07bHWRQ1492654822658&vip=false&c=f6242d30-0476-40b6-85c3-f567140bc6fe&&exp_dp=179&exp_ts=1492654825356&exp_curr=USD&exp_pg=HSR
Sheraton Gateway Los Angeles Hotel,Los Angeles Intl. (LAX),4.0,4.1,"6,293","Deluxe Room, 2 Queen Beds",281,189,2 queen beds,4,W Century Blvd,https://www.expedia.com/Los-Angeles-Intl-Hotels-Sheraton-Gateway-Los-Angeles-Hotel.h12287.Hotel-Information?chkin=4%2F20%2F2017&chkout=4%2F21%2F2017&rm1=a2&regionId=178280&sort=recommended&hwrqCacheKey=c53cba2e-b324-477b-a3c9-4c3c4998c07bHWRQ1492654822658&vip=false&c=f6242d30-0476-40b6-85c3-f567140bc6fe&&exp_dp=179&exp_ts=1492654825356&exp_curr=USD&exp_pg=HSR
Sheraton Gateway Los Angeles Hotel,Los Angeles Intl. (LAX),4.0,4.1,"6,293","Deluxe Room, 2 Queen Beds",281,209,2 queen beds,4,W Century Blvd,https://www.expedia.com/Los-Angeles-Intl-Hotels-Sheraton-Gateway-Los-Angeles-Hotel.h12287.Hotel-Information?chkin=4%2F20%2F2017&chkout=4%2F21%2F2017&rm1=a2&regionId=178280&sort=recommended&hwrqCacheKey=c53cba2e-b324-477b-a3c9-4c3c4998c07bHWRQ1492654822658&vip=false&c=f6242d30-0476-40b6-85c3-f567140bc6fe&&exp_dp=179&exp_ts=1492654825356&exp_curr=USD&exp_pg=HSR
Sheraton Gateway Los Angeles Hotel,Los Angeles Intl. (LAX),4.0,4.1,"6,293","Deluxe Room, 1 King Bed",281,189,1 king bed,3,W Century Blvd,https://www.expedia.com/Los-Angeles-Intl-Hotels-Sheraton-Gateway-Los-Angeles-Hotel.h12287.Hotel-Information?chkin=4%2F20%2F2017&chkout=4%2F21%2F2017&rm1=a2&regionId=178280&sort=recommended&hwrqCacheKey=c53cba2e-b324-477b-a3c9-4c3c4998c07bHWRQ1492654822658&vip=false&c=f6242d30-0476-40b6-85c3-f567140bc6fe&&exp_dp=179&exp_ts=1492654825356&exp_curr=USD&exp_pg=HSR
Sheraton Gateway Los Angeles Hotel,Los Angeles Intl. (LAX),4.0,4.1,"6,293","Deluxe Room, 1 King Bed",281,209,1 king bed,3,W Century Blvd,https://www.expedia.com/Los-Angeles-Intl-Hotels-Sheraton-Gateway-Los-Angeles-Hotel.h12287.Hotel-Information?chkin=4%2F20%2F2017&chkout=4%2F21%2F2017&rm1=a2&regionId=178280&sort=recommended&hwrqCacheKey=c53cba2e-b324-477b-a3c9-4c3c4998c07bHWRQ1492654822658&vip=false&c=f6242d30-0476-40b6-85c3-f567140bc6fe&&exp_dp=179&exp_ts=1492654825356&exp_curr=USD&exp_pg=HSR
Sheraton Gateway Los Angeles Hotel,Los Angeles Intl. (LAX),4.0,4.1,"6,293","Club Room, 1 King Bed",281,209,1 king bed,4,W Century Blvd,https://www.expedia.com/Los-Angeles-Intl-Hotels-Sheraton-Gateway-Los-Angeles-Hotel.h12287.Hotel-Information?chkin=4%2F20%2F2017&chkout=4%2F21%2F2017&rm1=a2&regionId=178280&sort=recommended&hwrqCacheKey=c53cba2e-b324-477b-a3c9-4c3c4998c07bHWRQ1492654822658&vip=false&c=f6242d30-0476-40b6-85c3-f567140bc6fe&&exp_dp=179&exp_ts=1492654825356&exp_curr=USD&exp_pg=HSR
Sheraton Gateway Los Angeles Hotel,Los Angeles Intl. (LAX),4.0,4.1,"6,293","Club Room, 1 King Bed",281,209,1 king bed,4,W Century Blvd,https://www.expedia.com/Los-Angeles-Intl-Hotels-Sheraton-Gateway-Los-Angeles-Hotel.h12287.Hotel-Information?chkin=4%2F20%2F2017&chkout=4%2F21%2F2017&rm1=a2&regionId=178280&sort=recommended&hwrqCacheKey=c53cba2e-b324-477b-a3c9-4c3c4998c07bHWRQ1492654822658&vip=false&c=f6242d30-0476-40b6-85c3-f567140bc6fe&&exp_dp=179&exp_ts=1492654825356&exp_curr=USD&exp_pg=HSR
Sheraton Gateway Los Angeles Hotel,Los Angeles Intl. (LAX),4.0,4.1,"6,293","Club Room, 1 King Bed",281,229,1 king bed,4,W Century Blvd,https://www.expedia.com/Los-Angeles-Intl-Hotels-Sheraton-Gateway-Los-Angeles-Hotel.h12287.Hotel-Information?chkin=4%2F20%2F2017&chkout=4%2F21%2F2017&rm1=a2&regionId=178280&sort=recommended&hwrqCacheKey=c53cba2e-b324-477b-a3c9-4c3c4998c07bHWRQ1492654822658&vip=false&c=f6242d30-0476-40b6-85c3-f567140bc6fe&&exp_dp=179&exp_ts=1492654825356&exp_curr=USD&exp_pg=HSR
Sheraton Gateway Los Angeles Hotel,Los Angeles Intl. (LAX),4.0,4.1,"6,293","Executive Suite, 1 King Bed",440,254,1 king bed,3,W Century Blvd,https://www.expedia.com/Los-Angeles-Intl-Hotels-Sheraton-Gateway-Los-Angeles-Hotel.h12287.Hotel-Information?chkin=4%2F20%2F2017&chkout=4%2F21%2F2017&rm1=a2&regionId=178280&sort=recommended&hwrqCacheKey=c53cba2e-b324-477b-a3c9-4c3c4998c07bHWRQ1492654822658&vip=false&c=f6242d30-0476-40b6-85c3-f567140bc6fe&&exp_dp=179&exp_ts=1492654825356&exp_curr=USD&exp_pg=HSR
Sheraton Gateway Los Angeles Hotel,Los Angeles Intl. (LAX),4.0,4.1,"6,293","Executive Suite, 1 King Bed",440,274,1 king bed,3,W Century Blvd,https://www.expedia.com/Los-Angeles-Intl-Hotels-Sheraton-Gateway-Los-Angeles-Hotel.h12287.Hotel-Information?chkin=4%2F20%2F2017&chkout=4%2F21%2F2017&rm1=a2&regionId=178280&sort=recommended&hwrqCacheKey=c53cba2e-b324-477b-a3c9-4c3c4998c07bHWRQ1492654822658&vip=false&c=f6242d30-0476-40b6-85c3-f567140bc6fe&&exp_dp=179&exp_ts=1492654825356&exp_curr=USD&exp_pg=HSR
Sheraton Gateway Los Angeles Hotel,Los Angeles Intl. (LAX),4.0,4.1,"6,293","Executive Suite, 1 King Bed",440,274,1 king bed,3,W Century Blvd,https://www.expedia.com/Los-Angeles-Intl-Hotels-Sheraton-Gateway-Los-Angeles-Hotel.h12287.Hotel-Information?chkin=4%2F20%2F2017&chkout=4%2F21%2F2017&rm1=a2&regionId=178280&sort=recommended&hwrqCacheKey=c53cba2e-b324-477b-a3c9-4c3c4998c07bHWRQ1492654822658&vip=false&c=f6242d30-0476-40b6-85c3-f567140bc6fe&&exp_dp=179&exp_ts=1492654825356&exp_curr=USD&exp_pg=HSR
Sheraton Gateway Los Angeles Hotel,Los Angeles Intl. (LAX),4.0,4.1,"6,293","Corner Suite, 1 King Bed",592,279,1 king bed,3,W Century Blvd,https://www.expedia.com/Los-Angeles-Intl-Hotels-Sheraton-Gateway-Los-Angeles-Hotel.h12287.Hotel-Information?chkin=4%2F20%2F2017&chkout=4%2F21%2F2017&rm1=a2&regionId=178280&sort=recommended&hwrqCacheKey=c53cba2e-b324-477b-a3c9-4c3c4998c07bHWRQ1492654822658&vip=false&c=f6242d30-0476-40b6-85c3-f567140bc6fe&&exp_dp=179&exp_ts=1492654825356&exp_curr=USD&exp_pg=HSR
Sheraton Gateway Los Angeles Hotel,Los Angeles Intl. (LAX),4.0,4.1,"6,293","Corner Suite, 1 King Bed",592,299,1 king bed,3,W Century Blvd,https://www.expedia.com/Los-Angeles-Intl-Hotels-Sheraton-Gateway-Los-Angeles-Hotel.h12287.Hotel-Information?chkin=4%2F20%2F2017&chkout=4%2F21%2F2017&rm1=a2&regionId=178280&sort=recommended&hwrqCacheKey=c53cba2e-b324-477b-a3c9-4c3c4998c07bHWRQ1492654822658&vip=false&c=f6242d30-0476-40b6-85c3-f567140bc6fe&&exp_dp=179&exp_ts=1492654825356&exp_curr=USD&exp_pg=HSR
Sheraton Gateway Los Angeles Hotel,Los Angeles Intl. (LAX),4.0,4.1,"6,293","Corner Suite, 1 King Bed",592,299,1 king bed,3,W Century Blvd,https://www.expedia.com/Los-Angeles-Intl-Hotels-Sheraton-Gateway-Los-Angeles-Hotel.h12287.Hotel-Information?chkin=4%2F20%2F2017&chkout=4%2F21%2F2017&rm1=a2&regionId=178280&sort=recommended&hwrqCacheKey=c53cba2e-b324-477b-a3c9-4c3c4998c07bHWRQ1492654822658&vip=false&c=f6242d30-0476-40b6-85c3-f567140bc6fe&&exp_dp=179&exp_ts=1492654825356&exp_curr=USD&exp_pg=HSR
Hilgard House Hotel,Bel Air - Westwood,2.0,4.0,106,Deluxe Room,355,198,1 king bed,2,Hilgard Ave,https://www.expedia.com/Bel-Air-Westwood-Hotels-Hilgard-House-Hotel.h17041.Hotel-Information?chkin=4%2F20%2F2017&chkout=4%2F21%2F2017&rm1=a2&regionId=178280&sort=recommended&hwrqCacheKey=c53cba2e-b324-477b-a3c9-4c3c4998c07bHWRQ1492654822658&vip=false&c=f6242d30-0476-40b6-85c3-f567140bc6fe&&exp_dp=198&exp_ts=1492654825356&exp_curr=USD&exp_pg=HSR
Hilgard House Hotel,Bel Air - Westwood,2.0,4.0,106,Standard Room,355,198,1 queen bed,2,Hilgard Ave,https://www.expedia.com/Bel-Air-Westwood-Hotels-Hilgard-House-Hotel.h17041.Hotel-Information?chkin=4%2F20%2F2017&chkout=4%2F21%2F2017&rm1=a2&regionId=178280&sort=recommended&hwrqCacheKey=c53cba2e-b324-477b-a3c9-4c3c4998c07bHWRQ1492654822658&vip=false&c=f6242d30-0476-40b6-85c3-f567140bc6fe&&exp_dp=198&exp_ts=1492654825356&exp_curr=USD&exp_pg=HSR
Le Montrose Suite Hotel,Beverly Hills - West Hollywood,4.0,4.2,"1,348","Deluxe Suite, 1 King Bed with Sofa bed",500,269,1 king and 1 sofa bed,4,Hammond St,https://www.expedia.com/Beverly-Hills-West-Hollywood-Hotels-Le-Montrose-Suite-Hotel.h17594.Hotel-Information?chkin=4%2F20%2F2017&chkout=4%2F21%2F2017&rm1=a2&regionId=178280&sort=recommended&hwrqCacheKey=c53cba2e-b324-477b-a3c9-4c3c4998c07bHWRQ1492654822658&vip=false&c=f6242d30-0476-40b6-85c3-f567140bc6fe&&exp_dp=269.36&exp_ts=1492654825357&exp_curr=USD&exp_pg=HSR
Le Montrose Suite Hotel,Beverly Hills - West Hollywood,4.0,4.2,"1,348","Superior Suite, 1 King Bed with Sofa bed",550,289,1 king bed or 1 sofa bed,3,Hammond St,https://www.expedia.com/Beverly-Hills-West-Hollywood-Hotels-Le-Montrose-Suite-Hotel.h17594.Hotel-Information?chkin=4%2F20%2F2017&chkout=4%2F21%2F2017&rm1=a2&regionId=178280&sort=recommended&hwrqCacheKey=c53cba2e-b324-477b-a3c9-4c3c4998c07bHWRQ1492654822658&vip=false&c=f6242d30-0476-40b6-85c3-f567140bc6fe&&exp_dp=269.36&exp_ts=1492654825357&exp_curr=USD&exp_pg=HSR
Le Montrose Suite Hotel,Beverly Hills - West Hollywood,4.0,4.2,"1,348","Deluxe Suite, 1 Bedroom",600,329,1 king bed or 1 sofa bed,3,Hammond St,https://www.expedia.com/Beverly-Hills-West-Hollywood-Hotels-Le-Montrose-Suite-Hotel.h17594.Hotel-Information?chkin=4%2F20%2F2017&chkout=4%2F21%2F2017&rm1=a2&regionId=178280&sort=recommended&hwrqCacheKey=c53cba2e-b324-477b-a3c9-4c3c4998c07bHWRQ1492654822658&vip=false&c=f6242d30-0476-40b6-85c3-f567140bc6fe&&exp_dp=269.36&exp_ts=1492654825357&exp_curr=USD&exp_pg=HSR
Azul Inn West Los Angeles - Century City,Bel Air - Westwood,2.0,3.7,"1,375","Standard Room, 1 King Bed",196,175,1 king bed,4,Santa Monica Blvd,https://www.expedia.com/Bel-Air-Westwood-Hotels-Azul-Inn-West-Los-Angeles-Century-City.h10366.Hotel-Information?chkin=4%2F20%2F2017&chkout=4%2F21%2F2017&rm1=a2&regionId=178280&sort=recommended&hwrqCacheKey=c53cba2e-b324-477b-a3c9-4c3c4998c07bHWRQ1492654822658&vip=false&c=f6242d30-0476-40b6-85c3-f567140bc6fe&&exp_dp=175.44&exp_ts=1492654825357&exp_curr=USD&exp_pg=HSR
