name,zone,star,rating,rates,checkin,checkout,room,size,price,bed,guests,address,link
Mondrian Los Angeles,Beverly Hills - West Hollywood,4.5,4.2,"1,415",04/21/2017,04/22/2017,Deluxe Studio Suite,600,409,1 king bed,4,W Sunset Blvd,https://www.expedia.com/Beverly-Hills-West-Hollywood-Hotels-Mondrian-Los-Angeles.h4798.Hotel-Information?chkin=4%2F21%2F2017&chkout=4%2F22%2F2017&rm1=a2&regionId=178280&sort=recommended&hwrqCacheKey=21373081-f57b-4853-8f63-11ae8a634901HWRQ1492705978758&vip=false&c=e03e877f-9f4e-44fd-aaa6-b78d3ecf92a6&&exp_dp=369&exp_ts=1492705980924&exp_curr=USD&exp_pg=HSR
Mondrian Los Angeles,Beverly Hills - West Hollywood,4.5,4.2,"1,415",04/21/2017,04/22/2017,"Deluxe Suite, 1 Bedroom",750,439,1 king bed,4,W Sunset Blvd,https://www.expedia.com/Beverly-Hills-West-Hollywood-Hotels-Mondrian-Los-Angeles.h4798.Hotel-Information?chkin=4%2F21%2F2017&chkout=4%2F22%2F2017&rm1=a2&regionId=178280&sort=recommended&hwrqCacheKey=21373081-f57b-4853-8f63-11ae8a634901HWRQ1492705978758&vip=false&c=e03e877f-9f4e-44fd-aaa6-b78d3ecf92a6&&exp_dp=369&exp_ts=1492705980924&exp_curr=USD&exp_pg=HSR
Mondrian Los Angeles,Beverly Hills - West Hollywood,4.5,4.2,"1,415",04/21/2017,04/22/2017,"Suite, Balcony",575,489,1 king bed,4,W Sunset Blvd,https://www.expedia.com/Beverly-Hills-West-Hollywood-Hotels-Mondrian-Los-Angeles.h4798.Hotel-Information?chkin=4%2F21%2F2017&chkout=4%2F22%2F2017&rm1=a2&regionId=178280&sort=recommended&hwrqCacheKey=21373081-f57b-4853-8f63-11ae8a634901HWRQ1492705978758&vip=false&c=e03e877f-9f4e-44fd-aaa6-b78d3ecf92a6&&exp_dp=369&exp_ts=1492705980924&exp_curr=USD&exp_pg=HSR
Mondrian Los Angeles,Beverly Hills - West Hollywood,4.5,4.2,"1,415",04/21/2017,04/22/2017,Apartment,1000,"1,600",1 king bed,4,W Sunset Blvd,https://www.expedia.com/Beverly-Hills-West-Hollywood-Hotels-Mondrian-Los-Angeles.h4798.Hotel-Information?chkin=4%2F21%2F2017&chkout=4%2F22%2F2017&rm1=a2&regionId=178280&sort=recommended&hwrqCacheKey=21373081-f57b-4853-8f63-11ae8a634901HWRQ1492705978758&vip=false&c=e03e877f-9f4e-44fd-aaa6-b78d3ecf92a6&&exp_dp=369&exp_ts=1492705980924&exp_curr=USD&exp_pg=HSR
Mondrian Los Angeles,Beverly Hills - West Hollywood,4.5,4.2,"1,415",04/21/2017,04/22/2017,Penthouse,1500,"2,100",1 king bed,4,W Sunset Blvd,https://www.expedia.com/Beverly-Hills-West-Hollywood-Hotels-Mondrian-Los-Angeles.h4798.Hotel-Information?chkin=4%2F21%2F2017&chkout=4%2F22%2F2017&rm1=a2&regionId=178280&sort=recommended&hwrqCacheKey=21373081-f57b-4853-8f63-11ae8a634901HWRQ1492705978758&vip=false&c=e03e877f-9f4e-44fd-aaa6-b78d3ecf92a6&&exp_dp=369&exp_ts=1492705980924&exp_curr=USD&exp_pg=HSR
Extended Stay America Los Angeles - Ontario Airport,Ontario,2.5,3.0,259,04/21/2017,04/22/2017,"Studio, 1 Queen Bed, Smoking",301,105,1 queen bed,2,Inland Empire Blvd,https://www.expedia.com/Ontario-Hotels-Extended-Stay-America-Los-Angeles-Ontario-Airport.h63106.Hotel-Information?chkin=4%2F21%2F2017&chkout=4%2F22%2F2017&rm1=a2&regionId=178280&sort=recommended&hwrqCacheKey=21373081-f57b-4853-8f63-11ae8a634901HWRQ1492705978758&vip=false&c=e03e877f-9f4e-44fd-aaa6-b78d3ecf92a6&&exp_dp=104.99&exp_ts=1492705980924&exp_curr=USD&exp_pg=HSR
Extended Stay America Los Angeles - Ontario Airport,Ontario,2.5,3.0,259,04/21/2017,04/22/2017,"Studio, 1 Queen Bed, Non Smoking",301,105,1 queen bed,2,Inland Empire Blvd,https://www.expedia.com/Ontario-Hotels-Extended-Stay-America-Los-Angeles-Ontario-Airport.h63106.Hotel-Information?chkin=4%2F21%2F2017&chkout=4%2F22%2F2017&rm1=a2&regionId=178280&sort=recommended&hwrqCacheKey=21373081-f57b-4853-8f63-11ae8a634901HWRQ1492705978758&vip=false&c=e03e877f-9f4e-44fd-aaa6-b78d3ecf92a6&&exp_dp=104.99&exp_ts=1492705980924&exp_curr=USD&exp_pg=HSR
Extended Stay America Los Angeles - Ontario Airport,Ontario,2.5,3.0,259,04/21/2017,04/22/2017,"Studio, 1 King Bed, Smoking",301,110,1 king bed,2,Inland Empire Blvd,https://www.expedia.com/Ontario-Hotels-Extended-Stay-America-Los-Angeles-Ontario-Airport.h63106.Hotel-Information?chkin=4%2F21%2F2017&chkout=4%2F22%2F2017&rm1=a2&regionId=178280&sort=recommended&hwrqCacheKey=21373081-f57b-4853-8f63-11ae8a634901HWRQ1492705978758&vip=false&c=e03e877f-9f4e-44fd-aaa6-b78d3ecf92a6&&exp_dp=104.99&exp_ts=1492705980924&exp_curr=USD&exp_pg=HSR
Extended Stay America Los Angeles - Ontario Airport,Ontario,2.5,3.0,259,04/21/2017,04/22/2017,"Studio, 2 Full Beds, Non Smoking",301,120,2 full beds,4,Inland Empire Blvd,https://www.expedia.com/Ontario-Hotels-Extended-Stay-America-Los-Angeles-Ontario-Airport.h63106.Hotel-Information?chkin=4%2F21%2F2017&chkout=4%2F22%2F2017&rm1=a2&regionId=178280&sort=recommended&hwrqCacheKey=21373081-f57b-4853-8f63-11ae8a634901HWRQ1492705978758&vip=false&c=e03e877f-9f4e-44fd-aaa6-b78d3ecf92a6&&exp_dp=104.99&exp_ts=1492705980924&exp_curr=USD&exp_pg=HSR
Hotel Royal,Long Beach,2.5,4.3,58,04/21/2017,04/22/2017,"Studio, Shared Bathroom",144,107,1 full bed,2,E. Broadway,https://www.expedia.com/Long-Beach-Hotels-Hotel-Royal.h15593722.Hotel-Information?chkin=4%2F21%2F2017&chkout=4%2F22%2F2017&rm1=a2&regionId=178280&sort=recommended&hwrqCacheKey=21373081-f57b-4853-8f63-11ae8a634901HWRQ1492705978758&vip=false&c=e03e877f-9f4e-44fd-aaa6-b78d3ecf92a6&&exp_dp=106.92&exp_ts=1492705980924&exp_curr=USD&exp_pg=HSR
Hotel Royal,Long Beach,2.5,4.3,58,04/21/2017,04/22/2017,"Studio, Shared Bathroom",144,119,1 full bed,2,E. Broadway,https://www.expedia.com/Long-Beach-Hotels-Hotel-Royal.h15593722.Hotel-Information?chkin=4%2F21%2F2017&chkout=4%2F22%2F2017&rm1=a2&regionId=178280&sort=recommended&hwrqCacheKey=21373081-f57b-4853-8f63-11ae8a634901HWRQ1492705978758&vip=false&c=e03e877f-9f4e-44fd-aaa6-b78d3ecf92a6&&exp_dp=106.92&exp_ts=1492705980924&exp_curr=USD&exp_pg=HSR
Hotel Royal,Long Beach,2.5,4.3,58,04/21/2017,04/22/2017,"Studio, Private Bathroom",175,154,1 full bed or 1 queen bed,2,E. Broadway,https://www.expedia.com/Long-Beach-Hotels-Hotel-Royal.h15593722.Hotel-Information?chkin=4%2F21%2F2017&chkout=4%2F22%2F2017&rm1=a2&regionId=178280&sort=recommended&hwrqCacheKey=21373081-f57b-4853-8f63-11ae8a634901HWRQ1492705978758&vip=false&c=e03e877f-9f4e-44fd-aaa6-b78d3ecf92a6&&exp_dp=106.92&exp_ts=1492705980924&exp_curr=USD&exp_pg=HSR
Hotel Royal,Long Beach,2.5,4.3,58,04/21/2017,04/22/2017,"Studio, Private Bathroom",175,171,1 full bed or 1 queen bed,2,E. Broadway,https://www.expedia.com/Long-Beach-Hotels-Hotel-Royal.h15593722.Hotel-Information?chkin=4%2F21%2F2017&chkout=4%2F22%2F2017&rm1=a2&regionId=178280&sort=recommended&hwrqCacheKey=21373081-f57b-4853-8f63-11ae8a634901HWRQ1492705978758&vip=false&c=e03e877f-9f4e-44fd-aaa6-b78d3ecf92a6&&exp_dp=106.92&exp_ts=1492705980924&exp_curr=USD&exp_pg=HSR
The Peninsula Beverly Hills,Beverly Hills - West Hollywood,5.0,4.8,210,04/21/2017,04/22/2017,"Superior Room, 1 King Bed",484,635,1 king bed,4,South Santa Monica Blvd,https://www.expedia.com/Beverly-Hills-West-Hollywood-Hotels-The-Peninsula-Beverly-Hills.h17768.Hotel-Information?chkin=4%2F21%2F2017&chkout=4%2F22%2F2017&rm1=a2&regionId=178280&sort=recommended&hwrqCacheKey=21373081-f57b-4853-8f63-11ae8a634901HWRQ1492705978758&vip=false&c=e03e877f-9f4e-44fd-aaa6-b78d3ecf92a6&&exp_dp=635&exp_ts=1492705980924&exp_curr=USD&exp_pg=HSR
The Peninsula Beverly Hills,Beverly Hills - West Hollywood,5.0,4.8,210,04/21/2017,04/22/2017,"Superior Room, 2 Double Beds",484,635,2 double beds,4,South Santa Monica Blvd,https://www.expedia.com/Beverly-Hills-West-Hollywood-Hotels-The-Peninsula-Beverly-Hills.h17768.Hotel-Information?chkin=4%2F21%2F2017&chkout=4%2F22%2F2017&rm1=a2&regionId=178280&sort=recommended&hwrqCacheKey=21373081-f57b-4853-8f63-11ae8a634901HWRQ1492705978758&vip=false&c=e03e877f-9f4e-44fd-aaa6-b78d3ecf92a6&&exp_dp=635&exp_ts=1492705980924&exp_curr=USD&exp_pg=HSR
The Peninsula Beverly Hills,Beverly Hills - West Hollywood,5.0,4.8,210,04/21/2017,04/22/2017,"Grand Room, 1 King Bed",614,805,1 king bed,4,South Santa Monica Blvd,https://www.expedia.com/Beverly-Hills-West-Hollywood-Hotels-The-Peninsula-Beverly-Hills.h17768.Hotel-Information?chkin=4%2F21%2F2017&chkout=4%2F22%2F2017&rm1=a2&regionId=178280&sort=recommended&hwrqCacheKey=21373081-f57b-4853-8f63-11ae8a634901HWRQ1492705978758&vip=false&c=e03e877f-9f4e-44fd-aaa6-b78d3ecf92a6&&exp_dp=635&exp_ts=1492705980924&exp_curr=USD&exp_pg=HSR
The Peninsula Beverly Hills,Beverly Hills - West Hollywood,5.0,4.8,210,04/21/2017,04/22/2017,"Suite, 1 King Bed (Villa)",829,"1,950",1 king bed,4,South Santa Monica Blvd,https://www.expedia.com/Beverly-Hills-West-Hollywood-Hotels-The-Peninsula-Beverly-Hills.h17768.Hotel-Information?chkin=4%2F21%2F2017&chkout=4%2F22%2F2017&rm1=a2&regionId=178280&sort=recommended&hwrqCacheKey=21373081-f57b-4853-8f63-11ae8a634901HWRQ1492705978758&vip=false&c=e03e877f-9f4e-44fd-aaa6-b78d3ecf92a6&&exp_dp=635&exp_ts=1492705980924&exp_curr=USD&exp_pg=HSR
The Peninsula Beverly Hills,Beverly Hills - West Hollywood,5.0,4.8,210,04/21/2017,04/22/2017,"Suite, 1 King Bed (California)",1152,"2,350",1 king bed,4,South Santa Monica Blvd,https://www.expedia.com/Beverly-Hills-West-Hollywood-Hotels-The-Peninsula-Beverly-Hills.h17768.Hotel-Information?chkin=4%2F21%2F2017&chkout=4%2F22%2F2017&rm1=a2&regionId=178280&sort=recommended&hwrqCacheKey=21373081-f57b-4853-8f63-11ae8a634901HWRQ1492705978758&vip=false&c=e03e877f-9f4e-44fd-aaa6-b78d3ecf92a6&&exp_dp=635&exp_ts=1492705980924&exp_curr=USD&exp_pg=HSR
Doubletree by Hilton Hotel Los Angeles Westside,Los Angeles Intl. (LAX),3.0,4.0,"2,516",04/21/2017,04/22/2017,"Room, 2 Double Beds (Culver Double)",350,149,2 double beds,4,W Centinela Ave,https://www.expedia.com/Los-Angeles-Intl-Hotels-Doubletree-By-Hilton-Hotel-Los-Angeles-Westside.h21939.Hotel-Information?chkin=4%2F21%2F2017&chkout=4%2F22%2F2017&rm1=a2&regionId=178280&sort=recommended&hwrqCacheKey=21373081-f57b-4853-8f63-11ae8a634901HWRQ1492705978758&vip=false&c=e03e877f-9f4e-44fd-aaa6-b78d3ecf92a6&&exp_dp=149&exp_ts=1492705980925&exp_curr=USD&exp_pg=HSR
Doubletree by Hilton Hotel Los Angeles Westside,Los Angeles Intl. (LAX),3.0,4.0,"2,516",04/21/2017,04/22/2017,"Room, 2 Double Beds (Culver Double)",350,191,2 double beds,4,W Centinela Ave,https://www.expedia.com/Los-Angeles-Intl-Hotels-Doubletree-By-Hilton-Hotel-Los-Angeles-Westside.h21939.Hotel-Information?chkin=4%2F21%2F2017&chkout=4%2F22%2F2017&rm1=a2&regionId=178280&sort=recommended&hwrqCacheKey=21373081-f57b-4853-8f63-11ae8a634901HWRQ1492705978758&vip=false&c=e03e877f-9f4e-44fd-aaa6-b78d3ecf92a6&&exp_dp=149&exp_ts=1492705980925&exp_curr=USD&exp_pg=HSR
Doubletree by Hilton Hotel Los Angeles Westside,Los Angeles Intl. (LAX),3.0,4.0,"2,516",04/21/2017,04/22/2017,King bed,350,159,1 king bed,2,W Centinela Ave,https://www.expedia.com/Los-Angeles-Intl-Hotels-Doubletree-By-Hilton-Hotel-Los-Angeles-Westside.h21939.Hotel-Information?chkin=4%2F21%2F2017&chkout=4%2F22%2F2017&rm1=a2&regionId=178280&sort=recommended&hwrqCacheKey=21373081-f57b-4853-8f63-11ae8a634901HWRQ1492705978758&vip=false&c=e03e877f-9f4e-44fd-aaa6-b78d3ecf92a6&&exp_dp=149&exp_ts=1492705980925&exp_curr=USD&exp_pg=HSR
Doubletree by Hilton Hotel Los Angeles Westside,Los Angeles Intl. (LAX),3.0,4.0,"2,516",04/21/2017,04/22/2017,King bed,350,201,1 king bed,2,W Centinela Ave,https://www.expedia.com/Los-Angeles-Intl-Hotels-Doubletree-By-Hilton-Hotel-Los-Angeles-Westside.h21939.Hotel-Information?chkin=4%2F21%2F2017&chkout=4%2F22%2F2017&rm1=a2&regionId=178280&sort=recommended&hwrqCacheKey=21373081-f57b-4853-8f63-11ae8a634901HWRQ1492705978758&vip=false&c=e03e877f-9f4e-44fd-aaa6-b78d3ecf92a6&&exp_dp=149&exp_ts=1492705980925&exp_curr=USD&exp_pg=HSR
Doubletree by Hilton Hotel Los Angeles Westside,Los Angeles Intl. (LAX),3.0,4.0,"2,516",04/21/2017,04/22/2017,Two double room view,350,159,2 double beds,4,W Centinela Ave,https://www.expedia.com/Los-Angeles-Intl-Hotels-Doubletree-By-Hilton-Hotel-Los-Angeles-Westside.h21939.Hotel-Information?chkin=4%2F21%2F2017&chkout=4%2F22%2F2017&rm1=a2&regionId=178280&sort=recommended&hwrqCacheKey=21373081-f57b-4853-8f63-11ae8a634901HWRQ1492705978758&vip=false&c=e03e877f-9f4e-44fd-aaa6-b78d3ecf92a6&&exp_dp=149&exp_ts=1492705980925&exp_curr=USD&exp_pg=HSR
Doubletree by Hilton Hotel Los Angeles Westside,Los Angeles Intl. (LAX),3.0,4.0,"2,516",04/21/2017,04/22/2017,Two double room view,350,201,2 double beds,4,W Centinela Ave,https://www.expedia.com/Los-Angeles-Intl-Hotels-Doubletree-By-Hilton-Hotel-Los-Angeles-Westside.h21939.Hotel-Information?chkin=4%2F21%2F2017&chkout=4%2F22%2F2017&rm1=a2&regionId=178280&sort=recommended&hwrqCacheKey=21373081-f57b-4853-8f63-11ae8a634901HWRQ1492705978758&vip=false&c=e03e877f-9f4e-44fd-aaa6-b78d3ecf92a6&&exp_dp=149&exp_ts=1492705980925&exp_curr=USD&exp_pg=HSR
Doubletree by Hilton Hotel Los Angeles Westside,Los Angeles Intl. (LAX),3.0,4.0,"2,516",04/21/2017,04/22/2017,"Premier Room, 1 King Bed (High Floor)",350,169,1 king bed,2,W Centinela Ave,https://www.expedia.com/Los-Angeles-Intl-Hotels-Doubletree-By-Hilton-Hotel-Los-Angeles-Westside.h21939.Hotel-Information?chkin=4%2F21%2F2017&chkout=4%2F22%2F2017&rm1=a2&regionId=178280&sort=recommended&hwrqCacheKey=21373081-f57b-4853-8f63-11ae8a634901HWRQ1492705978758&vip=false&c=e03e877f-9f4e-44fd-aaa6-b78d3ecf92a6&&exp_dp=149&exp_ts=1492705980925&exp_curr=USD&exp_pg=HSR
Doubletree by Hilton Hotel Los Angeles Westside,Los Angeles Intl. (LAX),3.0,4.0,"2,516",04/21/2017,04/22/2017,"Premier Room, 1 King Bed (High Floor)",350,211,1 king bed,2,W Centinela Ave,https://www.expedia.com/Los-Angeles-Intl-Hotels-Doubletree-By-Hilton-Hotel-Los-Angeles-Westside.h21939.Hotel-Information?chkin=4%2F21%2F2017&chkout=4%2F22%2F2017&rm1=a2&regionId=178280&sort=recommended&hwrqCacheKey=21373081-f57b-4853-8f63-11ae8a634901HWRQ1492705978758&vip=false&c=e03e877f-9f4e-44fd-aaa6-b78d3ecf92a6&&exp_dp=149&exp_ts=1492705980925&exp_curr=USD&exp_pg=HSR
Best Western Norwalk Inn,Norwalk,2.5,4.0,835,04/21/2017,04/22/2017,"Deluxe Room, 2 Queen Beds, Non Smoking, Refrigerator & Microwave",300,136,2 queen beds,4,Firestone Blvd,https://www.expedia.com/Norwalk-Hotels-Best-Western-Norwalk-Inn.h13470.Hotel-Information?chkin=4%2F21%2F2017&chkout=4%2F22%2F2017&rm1=a2&regionId=178280&sort=recommended&hwrqCacheKey=21373081-f57b-4853-8f63-11ae8a634901HWRQ1492705978758&vip=false&c=e03e877f-9f4e-44fd-aaa6-b78d3ecf92a6&&exp_dp=136&exp_ts=1492705980925&exp_curr=USD&exp_pg=HSR
Best Western Norwalk Inn,Norwalk,2.5,4.0,835,04/21/2017,04/22/2017,"Business Suite, 1 King Bed, Non Smoking, Refrigerator & Microwave",275,142,1 king bed,2,Firestone Blvd,https://www.expedia.com/Norwalk-Hotels-Best-Western-Norwalk-Inn.h13470.Hotel-Information?chkin=4%2F21%2F2017&chkout=4%2F22%2F2017&rm1=a2&regionId=178280&sort=recommended&hwrqCacheKey=21373081-f57b-4853-8f63-11ae8a634901HWRQ1492705978758&vip=false&c=e03e877f-9f4e-44fd-aaa6-b78d3ecf92a6&&exp_dp=136&exp_ts=1492705980925&exp_curr=USD&exp_pg=HSR
Le Parc Suite Hotel,Beverly Hills - West Hollywood,4.0,4.3,"1,112",04/21/2017,04/22/2017,"Standard Studio Suite, 1 King Bed with Sofa bed",600,289,1 king and 1 sofa bed,4,NW Knoll Drive,https://www.expedia.com/Beverly-Hills-West-Hollywood-Hotels-Le-Parc-Suite-Hotel.h532.Hotel-Information?chkin=4%2F21%2F2017&chkout=4%2F22%2F2017&rm1=a2&regionId=178280&sort=recommended&hwrqCacheKey=21373081-f57b-4853-8f63-11ae8a634901HWRQ1492705978758&vip=false&c=e03e877f-9f4e-44fd-aaa6-b78d3ecf92a6&&exp_dp=289&exp_ts=1492705980925&exp_curr=USD&exp_pg=HSR
Le Parc Suite Hotel,Beverly Hills - West Hollywood,4.0,4.3,"1,112",04/21/2017,04/22/2017,"Studio, 1 King Bed with Sofa bed",650,309,1 king bed or 1 sofa bed,4,NW Knoll Drive,https://www.expedia.com/Beverly-Hills-West-Hollywood-Hotels-Le-Parc-Suite-Hotel.h532.Hotel-Information?chkin=4%2F21%2F2017&chkout=4%2F22%2F2017&rm1=a2&regionId=178280&sort=recommended&hwrqCacheKey=21373081-f57b-4853-8f63-11ae8a634901HWRQ1492705978758&vip=false&c=e03e877f-9f4e-44fd-aaa6-b78d3ecf92a6&&exp_dp=289&exp_ts=1492705980925&exp_curr=USD&exp_pg=HSR
Le Parc Suite Hotel,Beverly Hills - West Hollywood,4.0,4.3,"1,112",04/21/2017,04/22/2017,"Suite, 1 Bedroom",900,369,1 king bed or 1 sofa bed,4,NW Knoll Drive,https://www.expedia.com/Beverly-Hills-West-Hollywood-Hotels-Le-Parc-Suite-Hotel.h532.Hotel-Information?chkin=4%2F21%2F2017&chkout=4%2F22%2F2017&rm1=a2&regionId=178280&sort=recommended&hwrqCacheKey=21373081-f57b-4853-8f63-11ae8a634901HWRQ1492705978758&vip=false&c=e03e877f-9f4e-44fd-aaa6-b78d3ecf92a6&&exp_dp=289&exp_ts=1492705980925&exp_curr=USD&exp_pg=HSR
Le Montrose Suite Hotel,Beverly Hills - West Hollywood,4.0,4.2,"1,348",04/21/2017,04/22/2017,"Deluxe Suite, 1 King Bed with Sofa bed",500,289,1 king and 1 sofa bed,4,Hammond St,https://www.expedia.com/Beverly-Hills-West-Hollywood-Hotels-Le-Montrose-Suite-Hotel.h17594.Hotel-Information?chkin=4%2F21%2F2017&chkout=4%2F22%2F2017&rm1=a2&regionId=178280&sort=recommended&hwrqCacheKey=21373081-f57b-4853-8f63-11ae8a634901HWRQ1492705978758&vip=false&c=e03e877f-9f4e-44fd-aaa6-b78d3ecf92a6&&exp_dp=289&exp_ts=1492705980926&exp_curr=USD&exp_pg=HSR
Le Montrose Suite Hotel,Beverly Hills - West Hollywood,4.0,4.2,"1,348",04/21/2017,04/22/2017,"Superior Suite, 1 King Bed with Sofa bed",550,309,1 king bed or 1 sofa bed,3,Hammond St,https://www.expedia.com/Beverly-Hills-West-Hollywood-Hotels-Le-Montrose-Suite-Hotel.h17594.Hotel-Information?chkin=4%2F21%2F2017&chkout=4%2F22%2F2017&rm1=a2&regionId=178280&sort=recommended&hwrqCacheKey=21373081-f57b-4853-8f63-11ae8a634901HWRQ1492705978758&vip=false&c=e03e877f-9f4e-44fd-aaa6-b78d3ecf92a6&&exp_dp=289&exp_ts=1492705980926&exp_curr=USD&exp_pg=HSR
Le Montrose Suite Hotel,Beverly Hills - West Hollywood,4.0,4.2,"1,348",04/21/2017,04/22/2017,"Deluxe Suite, 1 Bedroom",600,349,1 king bed or 1 sofa bed,3,Hammond St,https://www.expedia.com/Beverly-Hills-West-Hollywood-Hotels-Le-Montrose-Suite-Hotel.h17594.Hotel-Information?chkin=4%2F21%2F2017&chkout=4%2F22%2F2017&rm1=a2&regionId=178280&sort=recommended&hwrqCacheKey=21373081-f57b-4853-8f63-11ae8a634901HWRQ1492705978758&vip=false&c=e03e877f-9f4e-44fd-aaa6-b78d3ecf92a6&&exp_dp=289&exp_ts=1492705980926&exp_curr=USD&exp_pg=HSR
Radisson Hotel Chatsworth,San Fernando,3.0,4.1,494,04/21/2017,04/22/2017,"Room, 1 King Bed, Non Smoking",260,140,1 king bed,2,Topanga Canyon Blvd,https://www.expedia.com/San-Fernando-Hotels-Radisson-Hotel-Chatsworth.h20582.Hotel-Information?chkin=4%2F21%2F2017&chkout=4%2F22%2F2017&rm1=a2&regionId=178280&sort=recommended&hwrqCacheKey=21373081-f57b-4853-8f63-11ae8a634901HWRQ1492705978758&vip=false&c=e03e877f-9f4e-44fd-aaa6-b78d3ecf92a6&&exp_dp=140&exp_ts=1492705980926&exp_curr=USD&exp_pg=HSR
Radisson Hotel Chatsworth,San Fernando,3.0,4.1,494,04/21/2017,04/22/2017,"Room, 1 Queen Bed, Non Smoking (Guest)",260,140,1 queen bed,2,Topanga Canyon Blvd,https://www.expedia.com/San-Fernando-Hotels-Radisson-Hotel-Chatsworth.h20582.Hotel-Information?chkin=4%2F21%2F2017&chkout=4%2F22%2F2017&rm1=a2&regionId=178280&sort=recommended&hwrqCacheKey=21373081-f57b-4853-8f63-11ae8a634901HWRQ1492705978758&vip=false&c=e03e877f-9f4e-44fd-aaa6-b78d3ecf92a6&&exp_dp=140&exp_ts=1492705980926&exp_curr=USD&exp_pg=HSR
Radisson Hotel Chatsworth,San Fernando,3.0,4.1,494,04/21/2017,04/22/2017,"Deluxe Room, 1 King Bed, Non Smoking",330,150,1 king bed,2,Topanga Canyon Blvd,https://www.expedia.com/San-Fernando-Hotels-Radisson-Hotel-Chatsworth.h20582.Hotel-Information?chkin=4%2F21%2F2017&chkout=4%2F22%2F2017&rm1=a2&regionId=178280&sort=recommended&hwrqCacheKey=21373081-f57b-4853-8f63-11ae8a634901HWRQ1492705978758&vip=false&c=e03e877f-9f4e-44fd-aaa6-b78d3ecf92a6&&exp_dp=140&exp_ts=1492705980926&exp_curr=USD&exp_pg=HSR
Radisson Hotel Chatsworth,San Fernando,3.0,4.1,494,04/21/2017,04/22/2017,One King Bed Non-Smoking Accessible,330,150,1 king bed,2,Topanga Canyon Blvd,https://www.expedia.com/San-Fernando-Hotels-Radisson-Hotel-Chatsworth.h20582.Hotel-Information?chkin=4%2F21%2F2017&chkout=4%2F22%2F2017&rm1=a2&regionId=178280&sort=recommended&hwrqCacheKey=21373081-f57b-4853-8f63-11ae8a634901HWRQ1492705978758&vip=false&c=e03e877f-9f4e-44fd-aaa6-b78d3ecf92a6&&exp_dp=140&exp_ts=1492705980926&exp_curr=USD&exp_pg=HSR
Radisson Hotel Chatsworth,San Fernando,3.0,4.1,494,04/21/2017,04/22/2017,"Deluxe Room, 1 King Bed, Non Smoking",330,155,1 king bed,3,Topanga Canyon Blvd,https://www.expedia.com/San-Fernando-Hotels-Radisson-Hotel-Chatsworth.h20582.Hotel-Information?chkin=4%2F21%2F2017&chkout=4%2F22%2F2017&rm1=a2&regionId=178280&sort=recommended&hwrqCacheKey=21373081-f57b-4853-8f63-11ae8a634901HWRQ1492705978758&vip=false&c=e03e877f-9f4e-44fd-aaa6-b78d3ecf92a6&&exp_dp=140&exp_ts=1492705980926&exp_curr=USD&exp_pg=HSR
Radisson Hotel Chatsworth,San Fernando,3.0,4.1,494,04/21/2017,04/22/2017,"Deluxe Room, 1 King Bed, Balcony",330,155,1 king bed,2,Topanga Canyon Blvd,https://www.expedia.com/San-Fernando-Hotels-Radisson-Hotel-Chatsworth.h20582.Hotel-Information?chkin=4%2F21%2F2017&chkout=4%2F22%2F2017&rm1=a2&regionId=178280&sort=recommended&hwrqCacheKey=21373081-f57b-4853-8f63-11ae8a634901HWRQ1492705978758&vip=false&c=e03e877f-9f4e-44fd-aaa6-b78d3ecf92a6&&exp_dp=140&exp_ts=1492705980926&exp_curr=USD&exp_pg=HSR
Radisson Hotel Chatsworth,San Fernando,3.0,4.1,494,04/21/2017,04/22/2017,"Deluxe Room, 2 Double Beds, Non Smoking",330,155,2 full beds,4,Topanga Canyon Blvd,https://www.expedia.com/San-Fernando-Hotels-Radisson-Hotel-Chatsworth.h20582.Hotel-Information?chkin=4%2F21%2F2017&chkout=4%2F22%2F2017&rm1=a2&regionId=178280&sort=recommended&hwrqCacheKey=21373081-f57b-4853-8f63-11ae8a634901HWRQ1492705978758&vip=false&c=e03e877f-9f4e-44fd-aaa6-b78d3ecf92a6&&exp_dp=140&exp_ts=1492705980926&exp_curr=USD&exp_pg=HSR
Radisson Hotel Chatsworth,San Fernando,3.0,4.1,494,04/21/2017,04/22/2017,"Room, 2 Double Beds, Accessible, Non Smoking",334,155,2 full beds,4,Topanga Canyon Blvd,https://www.expedia.com/San-Fernando-Hotels-Radisson-Hotel-Chatsworth.h20582.Hotel-Information?chkin=4%2F21%2F2017&chkout=4%2F22%2F2017&rm1=a2&regionId=178280&sort=recommended&hwrqCacheKey=21373081-f57b-4853-8f63-11ae8a634901HWRQ1492705978758&vip=false&c=e03e877f-9f4e-44fd-aaa6-b78d3ecf92a6&&exp_dp=140&exp_ts=1492705980926&exp_curr=USD&exp_pg=HSR
Radisson Hotel Chatsworth,San Fernando,3.0,4.1,494,04/21/2017,04/22/2017,"Deluxe Room, 1 King Bed, Non Smoking",330,160,1 king bed,3,Topanga Canyon Blvd,https://www.expedia.com/San-Fernando-Hotels-Radisson-Hotel-Chatsworth.h20582.Hotel-Information?chkin=4%2F21%2F2017&chkout=4%2F22%2F2017&rm1=a2&regionId=178280&sort=recommended&hwrqCacheKey=21373081-f57b-4853-8f63-11ae8a634901HWRQ1492705978758&vip=false&c=e03e877f-9f4e-44fd-aaa6-b78d3ecf92a6&&exp_dp=140&exp_ts=1492705980926&exp_curr=USD&exp_pg=HSR
